	Ano	CasaID	ID_partida	PlacarCasa	PlacarVisitante	Resultado	Rodada	VisitanteID	abrev_clube_casa	abrev_clube_fora
4048	2014	284	180061	2.0	3.0	Visitante	12	294	GRE	CFC
4052	2015	284	190258	0.0	0.0	Empate	21	294	GRE	CFC
4056	2016	284	201261	2.0	0.0	Casa	4	294	GRE	CFC
4060	2017	284	211405	2.0	0.0		9	294	GRE	CFC
4064	2014	316	180253	4.0	0.0	Casa	29	294	FIG	CFC
4068	2015	316	190190	0.0	0.0	Empate	14	294	FIG	CFC
4072	2016	316	201399	0.0	0.0	Empate	11	294	FIG	CFC
4076	2014	290	180113	3.0	0.0	Casa	28	294	GOI	CFC
4078	2015	290	190402	1.0	3.0	Visitante	35	294	GOI	CFC
4080	2015	267	190236	0.0	1.0	Visitante	19	294	VAS	CFC
4082	2017	267	211320	1.0	1.0		30	294	VAS	CFC
4084	2015	314	190280	0.0	2.0	Visitante	23	294	AVA	CFC
4086	2017	314	211498	1.0	4.0		13	294	AVA	CFC
4088	2015	303	190356	3.0	0.0	Casa	31	294	PON	CFC
4092	2016	303	201606	2.0	0.0	Casa	38	294	PON	CFC
4096	2017	303	211547	4.0	0.0		15	294	PON	CFC
4100	2015	317	190353	3.0	1.0	Casa	30	294	JEC	CFC
4102	2016	327	201367	2.0	1.0	Casa	9	294	AME	CFC
4104	2016	344	201502	0.0	1.0	Visitante	16	294	SCZ	CFC
4106	2017	373	211527	1.0	0.0		20	294	ACG	CFC
4108	2014	262	180225	1.0	1.0	Empate	36	288	FLA	CRI
4110	2014	266	180246	4.0	2.0	Casa	29	288	FLU	CRI
4112	2014	276	180067	1.0	1.0	Empate	13	288	SAO	CRI
4114	2014	277	180020	2.0	0.0	Casa	9	288	SAN	CRI
4116	2014	293	180047	2.0	0.0	Casa	11	288	CAP	CRI
4118	2014	282	179983	0.0	0.0	Empate	7	288	CAM	CRI
4120	2014	265	180120	0.0	0.0	Empate	16	288	BAH	CRI
4121	2014	285	179987	3.0	0.0	Casa	24	288	INT	CRI
4123	2014	315	180011	1.0	1.0	Empate	25	288	CHA	CRI
4125	2014	263	179909	6.0	0.0	Casa	4	288	BOT	CRI
4128	2014	292	180137	2.0	0.0	Casa	18	288	SPT	CRI
4129	2014	264	180148	2.0	1.0	Casa	38	288	COR	CRI
4131	2014	275	179900	1.0	0.0	Casa	20	288	PAL	CRI
4133	2014	294	180076	1.0	0.0	Casa	27	288	CFC	CRI
4135	2014	283	180218	3.0	1.0	Casa	33	288	CRU	CRI
4137	2014	287	180159	3.0	1.0	Casa	31	288	VIT	CRI
4139	2014	284	180107	2.0	0.0	Casa	15	288	GRE	CRI
4141	2014	316	179955	1.0	1.0	Empate	22	288	FIG	CRI
4143	2014	290	179891	1.0	0.0	Casa	2	288	GOI	CRI
4144	2014	262	180226	2.0	0.0	Casa	30	285	FLA	INT
4148	2015	262	190357	0.0	1.0	Visitante	31	285	FLA	INT
4152	2016	262	201405	1.0	0.0	Casa	12	285	FLA	INT
4156	2014	266	180015	1.0	1.0	Empate	9	285	FLU	INT
4160	2015	266	190416	1.0	1.0	Empate	37	285	FLU	INT
4164	2016	266	201599	1.0	1.0	Empate	38	285	FLU	INT
4168	2014	276	180193	1.0	1.0	Empate	35	285	SAO	INT
4172	2015	276	190274	2.0	0.0	Casa	23	285	SAO	INT
4176	2016	276	201238	1.0	2.0	Visitante	2	285	SAO	INT
4180	2014	277	180199	1.0	2.0	Visitante	32	285	SAN	INT
4184	2015	277	190325	3.0	1.0	Casa	28	285	SAN	INT
4188	2016	277	201259	0.0	1.0	Visitante	4	285	SAN	INT
4192	2014	293	179967	0.0	1.0	Visitante	23	285	CAP	INT
4196	2015	293	190060	3.0	0.0	Casa	1	285	CAP	INT
4200	2016	293	201353	2.0	1.0	Casa	24	285	CAP	INT
4204	2014	282	180130	1.0	0.0	Casa	17	285	CAM	INT
4208	2015	282	190349	2.0	1.0	Casa	30	285	CAM	INT
4212	2016	282	201420	3.0	1.0	Casa	27	285	CAM	INT
4216	2014	265	180060	0.0	1.0	Visitante	12	285	BAH	INT
4218	2014	288	179943	0.0	0.0	Empate	5	285	CRI	INT
4220	2014	315	180087	5.0	0.0	Casa	27	285	CHA	INT
4224	2015	315	190403	1.0	0.0	Casa	35	285	CHA	INT
4228	2016	315	201283	1.0	0.0	Casa	20	285	CHA	INT
4232	2014	263	179882	2.0	2.0	Empate	2	285	BOT	INT
4236	2016	263	201470	1.0	0.0	Casa	30	285	BOT	INT
4242	2014	292	179940	0.0	0.0	Empate	22	285	SPT	INT
4246	2015	292	190152	3.0	0.0	Casa	10	285	SPT	INT
4250	2016	292	201321	1.0	1.0	Empate	22	285	SPT	INT
4252	2014	264	180034	2.0	1.0	Casa	10	285	COR	INT
4256	2015	264	190113	2.0	1.0	Casa	7	285	COR	INT
4260	2016	264	201579	1.0	0.0	Casa	36	285	COR	INT
4264	2014	275	180139	0.0	1.0	Visitante	18	285	PAL	INT
4268	2015	275	190094	1.0	1.0	Empate	5	285	PAL	INT
4272	2016	275	201559	1.0	0.0	Casa	34	285	PAL	INT
4276	2014	294	179952	1.0	1.0	Empate	6	285	CFC	INT
4280	2015	294	190301	0.0	1.0	Visitante	25	285	CFC	INT
4284	2016	294	201380	1.0	1.0	Empate	10	285	CFC	INT
4288	2014	283	180024	2.0	1.0	Casa	26	285	CRU	INT
4292	2015	283	190243	0.0	0.0	Empate	19	285	CRU	INT
4296	2016	283	201531	4.0	2.0	Casa	18	285	CRU	INT
4300	2014	287	179907	2.0	0.0	Casa	20	285	VIT	INT
4304	2016	287	201295	1.0	0.0	Casa	6	285	VIT	INT
4308	2014	284	180222	4.0	1.0	Casa	33	285	GRE	INT
4312	2015	284	190216	5.0	0.0	Casa	17	285	GRE	INT
4316	2016	284	201521	0.0	0.0	Empate	32	285	GRE	INT
4320	2014	316	180160	1.0	2.0	Visitante	38	285	FIG	INT
4324	2015	316	190129	0.0	0.0	Empate	8	285	FIG	INT
4328	2016	316	201366	3.0	2.0	Casa	9	285	FIG	INT
4332	2014	290	180110	0.0	1.0	Visitante	15	285	GOI	INT
4334	2015	290	190382	2.0	1.0	Casa	33	285	GOI	INT
4336	2015	267	190076	1.0	1.0	Empate	3	285	VAS	INT
4338	2015	314	190260	3.0	0.0	Casa	21	285	AVA	INT
4340	2015	303	190195	0.0	0.0	Empate	15	285	PON	INT
4344	2016	303	201500	2.0	2.0	Empate	16	285	PON	INT
4348	2015	317	190183	0.0	2.0	Visitante	13	285	JEC	INT
4350	2016	327	201406	1.0	0.0	Casa	26	285	AME	INT
4352	2016	344	201463	1.0	0.0	Casa	14	285	SCZ	INT
4354	2015	262	190267	3.0	0.0	Casa	22	314	FLA	AVA
4356	2017	262	211430	1.0	1.0		25	314	FLA	AVA
4358	2015	266	190406	3.0	1.0	Casa	36	314	FLU	AVA
4360	2017	266	211359	1.0	0.0		28	314	FLU	AVA
4362	2015	276	190123	1.0	1.0	Empate	8	314	SAO	AVA
4364	2017	276	211272	2.0	0.0		2	314	SAO	AVA
4366	2015	277	190246	5.0	2.0	Casa	20	314	SAN	AVA
4368	2017	277	211201	1.0	1.0		38	314	SAN	AVA
4370	2015	293	190390	2.0	1.0	Casa	34	314	CAP	AVA
4372	2017	293	211554	5.0	0.0		18	314	CAP	AVA
4374	2015	282	190289	2.0	0.0	Casa	24	314	CAM	AVA
4376	2017	282	211333	1.0	0.0		5	314	CAM	AVA
4378	2017	265	211516	1.0	1.0		14	314	BAH	AVA
4379	2015	285	190067	1.0	0.0	Casa	2	314	INT	AVA
4381	2015	315	190373	0.0	0.0	Empate	32	314	CHA	AVA
4383	2017	315	211298	2.0	0.0		3	314	CHA	AVA
4385	2017	263	211419	0.0	2.0		10	314	BOT	AVA
4388	2015	292	190352	3.0	0.0	Casa	30	314	SPT	AVA
4390	2017	292	211465	0.0	1.0		23	314	SPT	AVA
4391	2015	264	190424	1.0	1.0	Empate	38	314	COR	AVA
4393	2017	264	211252	1.0	0.0		34	314	COR	AVA
4395	2015	275	190165	3.0	0.0	Casa	12	314	PAL	AVA
4397	2017	275	211571	2.0	0.0		17	314	PAL	AVA
4399	2015	294	190090	1.0	2.0	Visitante	4	314	CFC	AVA
4401	2017	294	211284	4.0	0.0		32	314	CFC	AVA
4403	2015	283	190189	1.0	1.0	Empate	14	314	CRU	AVA
4405	2017	283	211233	2.0	2.0		35	314	CRU	AVA
4407	2017	287	211526	0.0	1.0		20	314	VIT	AVA
4409	2015	284	190328	3.0	1.0	Casa	28	314	GRE	AVA
4411	2017	284	211475	0.0	2.0		12	314	GRE	AVA
4413	2015	316	190310	0.0	1.0	Visitante	26	314	FIG	AVA
4415	2015	290	190111	0.0	1.0	Visitante	6	314	GOI	AVA
4416	2015	267	190147	1.0	0.0	Casa	10	314	VAS	AVA
4417	2017	267	211390	1.0	0.0		8	314	VAS	AVA
4418	2015	303	190225	2.0	0.0	Casa	18	314	PON	AVA
4420	2017	303	211327	1.0	2.0		30	314	PON	AVA
4422	2015	317	190212	2.0	0.0	Casa	16	314	JEC	AVA
4423	2017	373	211387	3.0	1.0		7	314	ACG	AVA
4424	2015	262	190327	1.0	2.0	Visitante	28	267	FLA	VAS
4426	2017	262	211300	0.0	0.0		31	267	FLA	VAS
4428	2015	266	190186	1.0	2.0	Visitante	14	267	FLU	VAS
4430	2017	266	211479	0.0	1.0		22	267	FLU	VAS
4432	2015	276	190354	2.0	2.0	Empate	31	267	SAO	VAS
4434	2017	276	211542	1.0	0.0		15	267	SAO	VAS
4436	2015	277	190224	1.0	0.0	Casa	18	267	SAN	VAS
4438	2017	277	211261	1.0	2.0		33	267	SAN	VAS
4440	2015	293	190110	2.0	0.0	Casa	6	267	CAP	VAS
4442	2017	293	211224	3.0	1.0		36	267	CAP	VAS
4444	2015	282	190088	3.0	0.0	Casa	4	267	CAM	VAS
4446	2017	282	211563	1.0	2.0		16	267	CAM	VAS
4448	2017	265	211506	3.0	0.0		21	267	BAH	VAS
4449	2015	285	190268	6.0	0.0	Casa	22	267	INT	VAS
4451	2015	315	190163	1.0	0.0	Casa	11	267	CHA	VAS
4453	2017	315	211388	2.0	1.0		7	267	CHA	VAS
4455	2017	263	211399	3.0	1.0		9	267	BOT	VAS
4458	2015	292	190131	2.0	1.0	Casa	8	267	SPT	VAS
4460	2017	292	211435	1.0	1.0		25	267	SPT	VAS
4461	2015	264	190203	3.0	0.0	Casa	16	267	COR	VAS
4463	2017	264	211452	1.0	0.0		24	267	COR	VAS
4465	2015	275	190385	0.0	2.0	Visitante	34	267	PAL	VAS
4467	2017	275	211241	4.0	0.0		1	267	PAL	VAS
4469	2015	294	190431	0.0	0.0	Empate	38	267	CFC	VAS
4471	2017	294	211444	2.0	2.0		11	267	CFC	VAS
4473	2015	283	190437	2.0	2.0	Empate	26	267	CRU	VAS
4475	2017	283	211213	0.0	1.0		37	267	CRU	VAS
4477	2017	287	211496	1.0	4.0		13	267	VIT	VAS
4479	2015	284	190178	2.0	0.0	Casa	13	267	GRE	VAS
4481	2017	284	211315	2.0	0.0		4	267	GRE	VAS
4483	2015	316	190069	0.0	0.0	Empate	2	267	FIG	VAS
4485	2015	290	190252	3.0	0.0	Casa	20	267	GOI	VAS
4486	2015	314	190340	1.0	1.0	Empate	29	267	AVA	VAS
4487	2017	314	211378	1.0	2.0		27	267	AVA	VAS
4488	2015	303	190286	0.0	1.0	Visitante	24	267	PON	VAS
4490	2017	303	211537	0.0	0.0		19	267	PON	VAS
4492	2015	317	190413	1.0	2.0	Visitante	36	267	JEC	VAS
4493	2017	373	211347	0.0	1.0		29	267	ACG	VAS
4494	2015	262	190337	2.0	0.0	Casa	29	317	FLA	JEC
4496	2015	266	190055	1.0	0.0	Casa	1	317	FLU	JEC
4498	2015	276	190073	3.0	0.0	Casa	3	317	SAO	JEC
4500	2015	277	190194	2.0	0.0	Casa	15	317	SAN	JEC
4502	2015	293	190281	0.0	0.0	Empate	23	317	CAP	JEC
4504	2015	282	190138	1.0	0.0	Casa	9	317	CAM	JEC
4506	2015	285	190368	1.0	0.0	Casa	32	317	INT	JEC
4508	2015	315	190102	2.0	0.0	Casa	5	317	CHA	JEC
4511	2015	292	190121	2.0	1.0	Casa	7	317	SPT	JEC
4512	2015	264	190294	3.0	0.0	Casa	25	317	COR	JEC
4514	2015	275	190255	3.0	2.0	Casa	21	317	PAL	JEC
4516	2015	294	190161	0.0	0.0	Empate	11	317	CFC	JEC
4518	2015	283	190419	3.0	0.0	Casa	37	317	CRU	JEC
4520	2015	284	190237	2.0	1.0	Casa	19	317	GRE	JEC
4522	2015	316	190170	0.0	2.0	Visitante	12	317	FIG	JEC
4524	2015	290	190322	3.0	0.0	Casa	27	317	GOI	JEC
4525	2015	267	190215	0.0	0.0	Empate	17	317	VAS	JEC
4526	2015	314	190400	2.0	1.0	Casa	35	317	AVA	JEC
4527	2015	303	190376	1.0	0.0	Casa	33	317	PON	JEC
4529	2015	262	190407	1.0	1.0	Empate	36	303	FLA	PON
4533	2016	262	201325	2.0	1.0	Casa	23	303	FLA	PON
4537	2017	262	211380	2.0	0.0		7	303	FLA	PON
4541	2015	266	190125	2.0	0.0	Casa	8	303	FLU	PON
4545	2016	266	201505	3.0	0.0	Casa	17	303	FLU	PON
4549	2017	266	211219	2.0	0.0		36	303	FLU	PON
4553	2015	276	190254	3.0	0.0	Casa	21	303	SAO	PON
4557	2016	276	201515	2.0	0.0	Casa	32	303	SAO	PON
4561	2017	276	211462	2.0	2.0		23	303	SAO	PON
4565	2015	277	190104	2.0	2.0	Empate	6	303	SAN	PON
4569	2016	277	201472	3.0	1.0	Casa	15	303	SAN	PON
4573	2017	277	211391	0.0	0.0		8	303	SAN	PON
4577	2015	293	190331	1.0	2.0	Visitante	28	303	CAP	PON
4581	2016	293	201422	3.0	0.0	Casa	27	303	CAP	PON
4585	2017	293	211564	0.0	2.0		16	303	CAP	PON
4589	2015	282	190369	2.0	1.0	Casa	32	303	CAM	PON
4593	2016	282	201360	3.0	0.0	Casa	9	303	CAM	PON
4597	2017	282	211293	2.0	2.0		3	303	CAM	PON
4601	2017	265	211286	2.0	0.0		32	303	BAH	PON
4603	2015	285	190388	1.0	0.0	Casa	34	303	INT	PON
4607	2016	285	201572	1.0	1.0	Empate	35	303	INT	PON
4611	2015	315	190283	0.0	0.0	Empate	23	303	CHA	PON
4615	2016	315	201403	2.0	2.0	Empate	26	303	CHA	PON
4619	2017	315	211438	1.0	0.0		25	303	CHA	PON
4623	2016	263	201588	1.0	1.0	Empate	37	303	BOT	PON
4627	2017	263	211269	2.0	0.0		2	303	BOT	PON
4633	2015	292	190241	1.0	1.0	Empate	19	303	SPT	PON
4637	2016	292	201553	1.0	0.0	Casa	33	303	SPT	PON
4641	2017	292	211525	0.0	0.0		20	303	SPT	PON
4643	2015	264	190144	2.0	0.0	Casa	10	303	COR	PON
4647	2016	264	201248	3.0	0.0	Casa	3	303	COR	PON
4651	2017	264	211472	2.0	0.0		12	303	COR	PON
4655	2015	275	190345	0.0	1.0	Visitante	30	303	PAL	PON
4659	2016	275	201289	2.0	2.0	Empate	21	303	PAL	PON
4663	2017	275	211341	2.0	0.0		29	303	PAL	PON
4667	2015	294	190171	0.0	0.0	Empate	12	303	CFC	PON
4671	2016	294	201550	3.0	1.0	Casa	19	303	CFC	PON
4675	2017	294	211254	1.0	1.0		34	303	CFC	PON
4679	2015	283	190078	1.0	1.0	Empate	3	303	CRU	PON
4683	2016	283	201451	2.0	0.0	Casa	29	303	CRU	PON
4687	2017	283	211363	2.0	1.0		28	303	CRU	PON
4691	2016	287	201387	1.0	1.0	Empate	11	303	VIT	PON
4695	2017	287	211556	3.0	1.0		18	303	VIT	PON
4699	2015	284	190057	3.0	3.0	Empate	1	303	GRE	PON
4703	2016	284	201303	1.0	0.0	Casa	6	303	GRE	PON
4707	2017	284	211515	3.0	1.0		14	303	GRE	PON
4711	2015	316	190209	3.0	1.0	Casa	16	303	FIG	PON
4715	2016	316	201232	0.0	0.0	Empate	1	303	FIG	PON
4719	2015	290	190312	1.0	2.0	Visitante	26	303	GOI	PON
4721	2015	267	190096	0.0	3.0	Visitante	5	303	VAS	PON
4723	2017	267	211200	2.0	1.0		38	303	VAS	PON
4725	2015	314	190420	1.0	0.0	Casa	37	303	AVA	PON
4727	2017	314	211449	0.0	0.0		11	303	AVA	PON
4729	2015	317	190192	1.0	1.0	Empate	14	303	JEC	PON
4731	2016	327	201274	1.0	2.0	Visitante	5	303	AME	PON
4733	2016	344	201419	0.0	3.0	Visitante	12	303	SCZ	PON
4735	2017	373	211337	3.0	0.0		5	303	ACG	PON
4737	2016	262	201444	3.0	0.0	Casa	29	344	FLA	SCZ
4739	2016	266	201237	2.0	2.0	Empate	2	344	FLU	SCZ
4741	2016	276	201600	5.0	0.0	Casa	38	344	SAO	SCZ
4743	2016	277	201395	3.0	2.0	Casa	26	344	SAN	SCZ
4745	2016	293	201304	1.0	0.0	Casa	6	344	CAP	SCZ
4747	2016	282	201511	3.0	0.0	Casa	17	344	CAM	SCZ
4749	2016	285	201544	1.0	1.0	Empate	33	344	INT	SCZ
4751	2016	315	201263	1.0	1.0	Empate	4	344	CHA	SCZ
4753	2016	263	201429	2.0	1.0	Casa	13	344	BOT	SCZ
4756	2016	292	201358	5.0	3.0	Casa	24	344	SPT	SCZ
4757	2016	264	201389	2.0	1.0	Casa	11	344	COR	SCZ
4759	2016	275	201359	3.0	1.0	Casa	9	344	PAL	SCZ
4761	2016	294	201573	1.0	0.0	Casa	35	344	CFC	SCZ
4763	2016	283	201310	2.0	0.0	Casa	22	344	CRU	SCZ
4765	2016	287	201275	2.0	2.0	Empate	20	344	VIT	SCZ
4767	2016	284	201532	0.0	0.0	Empate	18	344	GRE	SCZ
4769	2016	316	201423	3.0	1.0	Casa	27	344	FIG	SCZ
4771	2016	303	201506	3.0	0.0	Casa	31	344	PON	SCZ
4773	2016	327	201478	0.0	3.0	Visitante	15	344	AME	SCZ
4774	2016	262	201488	2.0	1.0	Casa	16	327	FLA	AME
4776	2016	266	201277	1.0	0.0	Casa	20	327	FLU	AME
4778	2016	276	201454	3.0	0.0	Casa	14	327	SAO	AME
4780	2016	277	201601	1.0	0.0	Casa	38	327	SAN	AME
4782	2016	293	201447	1.0	0.0	Casa	13	327	CAP	AME
4784	2016	282	201479	3.0	0.0	Casa	30	327	CAM	AME
4786	2016	285	201320	3.0	1.0	Casa	7	327	INT	AME
4788	2016	315	201243	3.0	1.0	Casa	2	327	CHA	AME
4790	2016	263	201332	3.0	1.0	Casa	8	327	BOT	AME
4793	2016	292	201539	1.0	1.0	Empate	18	327	SPT	AME
4794	2016	264	201491	2.0	0.0	Casa	31	327	COR	AME
4796	2016	275	201375	2.0	0.0	Casa	10	327	PAL	AME
4798	2016	294	201438	3.0	0.0	Casa	28	327	CFC	AME
4800	2016	283	201260	1.0	1.0	Empate	4	327	CRU	AME
4802	2016	287	201299	2.0	1.0	Casa	22	327	VIT	AME
4804	2016	284	201583	3.0	0.0	Casa	36	327	GRE	AME
4806	2016	316	201378	2.0	2.0	Empate	25	327	FIG	AME
4808	2016	303	201356	1.0	1.0	Empate	24	327	PON	AME
4810	2016	344	201565	1.0	0.0	Casa	34	327	SCZ	AME
4811	2017	262	211500	2.0	0.0		21	373	FLA	ACG
4813	2017	266	211529	3.0	1.0		19	373	FLU	ACG
4815	2017	276	211492	2.0	2.0		13	373	SAO	ACG
4817	2017	277	211321	1.0	0.0		30	373	SAN	ACG
4819	2017	293	211374	2.0	2.0		27	373	CAP	ACG
4821	2017	282	211263	3.0	2.0		33	373	CAM	ACG
4823	2017	265	211316	3.0	0.0		4	373	BAH	ACG
4824	2017	315	211578	1.0	2.0		17	373	CHA	ACG
4826	2017	263	211229	1.0	2.0		35	373	BOT	ACG
4829	2017	292	211545	4.0	0.0		15	373	SPT	ACG
4830	2017	264	211482	0.0	1.0		22	373	COR	ACG
4832	2017	275	211401	1.0	0.0		9	373	PAL	ACG
4834	2017	294	211244	4.0	1.0		1	373	CFC	ACG
4836	2017	283	211353	2.0	0.0		6	373	CRU	ACG
4838	2017	287	211306	1.0	1.0		31	373	VIT	ACG
4840	2017	284	211215	1.0	1.0		37	373	GRE	ACG
4842	2017	267	211420	1.0	0.0		10	373	VAS	ACG
4843	2017	314	211418	0.0	2.0		26	373	AVA	ACG
4844	2017	303	211457	1.0	3.0		24	373	PON	ACG
4846	2014	266	179911	2.0	0.0	Casa	4	262	FLU	FLA
4850	2015	266	190276	1.0	3.0	Visitante	23	262	FLU	FLA
4854	2016	266	201471	1.0	2.0	Visitante	30	262	FLU	FLA
4858	2017	266	211389	2.0	2.0		8	262	FLU	FLA
4862	2014	276	179977	2.0	2.0	Empate	24	262	SAO	FLA
4866	2015	276	190053	2.0	1.0	Casa	1	262	SAO	FLA
4870	2016	276	201428	0.0	0.0	Empate	28	262	SAO	FLA
4874	2017	276	211322	2.0	0.0		30	262	SAO	FLA
4878	2014	277	179979	0.0	0.0	Empate	7	262	SAN	FLA
4882	2015	277	190395	0.0	0.0	Empate	35	262	SAN	FLA
4886	2016	277	201530	0.0	0.0	Empate	18	262	SAN	FLA
4890	2017	277	211551	3.0	2.0		18	262	SAN	FLA
4894	2014	293	180249	2.0	1.0	Casa	29	262	CAP	FLA
4898	2015	293	190421	3.0	0.0	Casa	37	262	CAP	FLA
4902	2016	293	201604	0.0	0.0	Empate	38	262	CAP	FLA
4906	2017	293	211294	1.0	1.0		3	262	CAP	FLA
4910	2014	282	180206	4.0	0.0	Casa	35	262	CAM	FLA
4914	2015	282	190319	4.0	1.0	Casa	27	262	CAM	FLA
4918	2016	282	201543	2.0	2.0	Empate	33	262	CAM	FLA
4922	2017	282	211523	2.0	0.0		20	262	CAM	FLA
4926	2014	265	180004	2.0	1.0	Casa	25	262	BAH	FLA
4928	2017	265	211426	0.0	1.0		10	262	BAH	FLA
4930	2014	285	180050	4.0	0.0	Casa	11	262	INT	FLA
4934	2015	285	190168	1.0	2.0	Visitante	12	262	INT	FLA
4938	2016	285	201498	2.0	1.0	Casa	31	262	INT	FLA
4942	2014	288	180133	0.0	2.0	Visitante	17	262	CRI	FLA
4944	2014	315	180078	1.0	0.0	Casa	13	262	CHA	FLA
4948	2015	315	190303	1.0	3.0	Visitante	25	262	CHA	FLA
4952	2016	315	201316	1.0	3.0	Visitante	22	262	CHA	FLA
4956	2017	315	211368	0.0	1.0		28	262	CHA	FLA
4960	2014	263	180135	2.0	1.0	Casa	31	262	BOT	FLA
4964	2016	263	201464	3.0	3.0	Empate	15	262	BOT	FLA
4968	2017	263	211459	2.0	0.0		23	262	BOT	FLA
4974	2014	292	180211	2.0	2.0	Empate	33	262	SPT	FLA
4978	2015	292	190262	0.0	1.0	Visitante	21	262	SPT	FLA
4982	2016	292	201285	1.0	0.0	Casa	20	262	SPT	FLA
4986	2017	292	211335	2.0	0.0		5	262	SPT	FLA
4988	2014	264	179884	2.0	0.0	Casa	2	262	COR	FLA
4992	2015	264	190364	1.0	0.0	Casa	32	262	COR	FLA
4996	2016	264	201432	4.0	0.0	Casa	13	262	COR	FLA
5000	2017	264	211572	1.0	1.0		17	262	COR	FLA
5004	2014	275	179945	2.0	2.0	Empate	22	262	PAL	FLA
5008	2015	275	190234	4.0	2.0	Casa	19	262	PAL	FLA
5012	2016	275	201368	1.0	1.0	Empate	25	262	PAL	FLA
5016	2017	275	211251	2.0	0.0		34	262	PAL	FLA
5020	2014	294	180102	0.0	1.0	Visitante	15	262	CFC	FLA
5024	2015	294	190120	0.0	1.0	Visitante	7	262	CFC	FLA
5028	2016	294	201514	0.0	2.0	Visitante	17	262	CFC	FLA
5032	2017	294	211234	1.0	0.0		35	262	CFC	FLA
5036	2014	283	180023	3.0	0.0	Casa	9	262	CRU	FLA
5040	2015	283	190098	1.0	0.0	Casa	5	262	CRU	FLA
5044	2016	283	201339	0.0	1.0	Visitante	8	262	CRU	FLA
5048	2017	283	211513	1.0	1.0		14	262	CRU	FLA
5052	2014	287	180144	1.0	2.0	Visitante	18	262	VIT	FLA
5056	2016	287	201342	1.0	2.0	Visitante	24	262	VIT	FLA
5060	2017	287	211206	1.0	2.0		38	262	VIT	FLA
5064	2014	284	180158	1.0	1.0	Empate	38	262	GRE	FLA
5068	2015	284	190378	2.0	0.0	Casa	33	262	GRE	FLA
5072	2016	284	201241	1.0	0.0	Casa	2	262	GRE	FLA
5076	2017	284	211285	3.0	1.0		32	262	GRE	FLA
5080	2014	316	180084	1.0	2.0	Visitante	27	262	FIG	FLA
5084	2015	316	190350	3.0	0.0	Casa	30	262	FIG	FLA
5088	2016	316	201324	1.0	0.0	Casa	7	262	FIG	FLA
5092	2014	290	179914	1.0	0.0	Casa	20	262	GOI	FLA
5094	2015	290	190201	0.0	1.0	Visitante	15	262	GOI	FLA
5096	2015	267	190136	1.0	0.0	Casa	9	262	VAS	FLA
5098	2017	267	211470	0.0	1.0		12	262	VAS	FLA
5100	2015	314	190079	2.0	1.0	Casa	3	262	AVA	FLA
5102	2017	314	211358	1.0	1.0		6	262	AVA	FLA
5104	2015	303	190220	1.0	0.0	Casa	17	262	PON	FLA
5108	2016	303	201264	1.0	2.0	Visitante	4	262	PON	FLA
5112	2017	303	211417	1.0	0.0		26	262	PON	FLA
5116	2015	317	190153	0.0	1.0	Visitante	10	262	JEC	FLA
5118	2016	327	201575	0.0	1.0	Visitante	35	262	AME	FLA
5120	2016	344	201385	0.0	1.0	Visitante	10	262	SCZ	FLA
5122	2017	373	211277	0.0	3.0		2	262	ACG	FLA
